game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
201112310SAC,2012,NYK,SAC,10,Carmelo Anthony,Henry Walker,Josh Harrellson,Landry Fields,Mike Bibby,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,John Salmons,Travis Outlaw
201112310SAC,2012,NYK,SAC,13,Henry Walker,Josh Harrellson,Landry Fields,Mike Bibby,Steve Novak,J.J. Hickson,Jimmer Fredette,Marcus Thornton,Travis Outlaw,Tyreke Evans
201112310SAC,2012,SAC,NYK,15,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,Marcus Thornton,Tyreke Evans,Henry Walker,Landry Fields,Mike Bibby,Steve Novak,Tyson Chandler
201112310SAC,2012,NYK,SAC,16,Henry Walker,Josh Harrellson,Mike Bibby,Renaldo Balkman,Steve Novak,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,Marcus Thornton,Tyreke Evans
201112310SAC,2012,NYK,SAC,18,Carmelo Anthony,Josh Harrellson,Landry Fields,Steve Novak,Toney Douglas,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201112310SAC,2012,SAC,NYK,21,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Carmelo Anthony,Henry Walker,Josh Harrellson,Landry Fields,Toney Douglas
201112310SAC,2012,NYK,SAC,22,Carmelo Anthony,Henry Walker,Josh Harrellson,Landry Fields,Toney Douglas,Chuck Hayes,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201112310SAC,2012,SAC,NYK,24,Chuck Hayes,Donte Greene,Jason Thompson,Marcus Thornton,Tyreke Evans,Carmelo Anthony,Henry Walker,Josh Harrellson,Landry Fields,Toney Douglas
201112310SAC,2012,NYK,SAC,25,Carmelo Anthony,Josh Harrellson,Landry Fields,Toney Douglas,Tyson Chandler,Chuck Hayes,DeMarcus Cousins,John Salmons,Marcus Thornton,Tyreke Evans
201112310SAC,2012,NYK,SAC,27,Carmelo Anthony,Josh Harrellson,Landry Fields,Toney Douglas,Tyson Chandler,Chuck Hayes,DeMarcus Cousins,Donte Greene,Marcus Thornton,Tyreke Evans
201112310SAC,2012,SAC,NYK,30,DeMarcus Cousins,Donte Greene,Jason Thompson,Marcus Thornton,Tyreke Evans,Carmelo Anthony,Josh Harrellson,Landry Fields,Toney Douglas,Tyson Chandler
201112310SAC,2012,NYK,SAC,32,Carmelo Anthony,Henry Walker,Josh Harrellson,Mike Bibby,Tyson Chandler,DeMarcus Cousins,Donte Greene,Jason Thompson,Marcus Thornton,Tyreke Evans
201112310SAC,2012,NYK,SAC,33,Carmelo Anthony,Henry Walker,Josh Harrellson,Mike Bibby,Tyson Chandler,DeMarcus Cousins,Donte Greene,Jason Thompson,Jimmer Fredette,Tyreke Evans
201112310SAC,2012,SAC,NYK,34,Chuck Hayes,Donte Greene,Jason Thompson,Jimmer Fredette,Tyreke Evans,Carmelo Anthony,Henry Walker,Josh Harrellson,Mike Bibby,Tyson Chandler
201112310SAC,2012,NYK,SAC,35,Carmelo Anthony,Henry Walker,Landry Fields,Mike Bibby,Tyson Chandler,Chuck Hayes,Donte Greene,Jason Thompson,Jimmer Fredette,Marcus Thornton
201112310SAC,2012,NYK,SAC,37,Henry Walker,Josh Harrellson,Mike Bibby,Toney Douglas,Tyson Chandler,Chuck Hayes,Donte Greene,Jason Thompson,Jimmer Fredette,Marcus Thornton
201112310SAC,2012,NYK,SAC,38,Henry Walker,Josh Harrellson,Mike Bibby,Toney Douglas,Tyson Chandler,Chuck Hayes,DeMarcus Cousins,Jimmer Fredette,Marcus Thornton,Tyreke Evans
201112310SAC,2012,SAC,NYK,40,Chuck Hayes,DeMarcus Cousins,Jimmer Fredette,Marcus Thornton,Tyreke Evans,Henry Walker,Josh Harrellson,Landry Fields,Toney Douglas,Tyson Chandler
201112310SAC,2012,NYK,SAC,41,Henry Walker,Josh Harrellson,Landry Fields,Toney Douglas,Tyson Chandler,Chuck Hayes,DeMarcus Cousins,John Salmons,Marcus Thornton,Tyreke Evans
201112310SAC,2012,NYK,SAC,42,Carmelo Anthony,Henry Walker,Landry Fields,Toney Douglas,Tyson Chandler,Chuck Hayes,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201112310SAC,2012,NYK,SAC,45,Henry Walker,Jeremy Lin,Jerome Jordan,Landry Fields,Steve Novak,Isaiah Thomas,J.J. Hickson,Jason Thompson,Jimmer Fredette,Tyler Honeycutt
201201010SAC,2012,NOH,SAC,0,Carl Landry,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201010SAC,2012,NOH,SAC,7,Carl Landry,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza,Chuck Hayes,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201010SAC,2012,SAC,NOH,9,Chuck Hayes,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza
201201010SAC,2012,SAC,NOH,10,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton,Travis Outlaw,Chris Kaman,Greivis Vasquez,Jarrett Jack,Jason Smith,Trevor Ariza
201201010SAC,2012,NOH,SAC,13,Al-Farouq Aminu,Chris Kaman,Greivis Vasquez,Jason Smith,Marco Belinelli,Francisco Garcia,Jason Thompson,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201010SAC,2012,NOH,SAC,16,Al-Farouq Aminu,Carl Landry,Chris Kaman,Greivis Vasquez,Marco Belinelli,Chuck Hayes,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201010SAC,2012,SAC,NOH,18,Chuck Hayes,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Al-Farouq Aminu,Chris Kaman,Emeka Okafor,Greivis Vasquez,Marco Belinelli
201201010SAC,2012,NOH,SAC,19,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201010SAC,2012,NOH,SAC,23,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza,Chuck Hayes,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201010SAC,2012,NOH,SAC,24,Chris Kaman,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Trevor Ariza,Chuck Hayes,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton
201201010SAC,2012,SAC,NOH,25,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Carl Landry,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza
201201010SAC,2012,NOH,SAC,30,Carl Landry,Emeka Okafor,Greivis Vasquez,Marco Belinelli,Trevor Ariza,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201010SAC,2012,NOH,SAC,31,Chris Kaman,Emeka Okafor,Greivis Vasquez,Marco Belinelli,Trevor Ariza,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201010SAC,2012,NOH,SAC,33,Chris Kaman,Emeka Okafor,Greivis Vasquez,Marco Belinelli,Trevor Ariza,Chuck Hayes,Jason Thompson,Jimmer Fredette,John Salmons,Tyreke Evans
201201010SAC,2012,SAC,NOH,36,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton,Travis Outlaw,Chris Kaman,Greivis Vasquez,Jarrett Jack,Jason Smith,Trevor Ariza
201201010SAC,2012,SAC,NOH,37,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Travis Outlaw,Al-Farouq Aminu,Carl Landry,Greivis Vasquez,Jarrett Jack,Jason Smith
201201010SAC,2012,NOH,SAC,40,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Trevor Ariza,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Travis Outlaw
201201010SAC,2012,SAC,NOH,41,Chuck Hayes,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Carl Landry,Emeka Okafor,Greivis Vasquez,Jarrett Jack,Trevor Ariza
201201010SAC,2012,SAC,NOH,42,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Chris Kaman,Emeka Okafor,Jarrett Jack,Marco Belinelli,Trevor Ariza
201201010SAC,2012,SAC,NOH,45,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Chris Kaman,Greivis Vasquez,Jason Smith,Marco Belinelli,Trevor Ariza
201201010SAC,2012,NOH,SAC,47,Chris Kaman,Greivis Vasquez,Jason Smith,Marco Belinelli,Trevor Ariza,Chuck Hayes,Jimmer Fredette,John Salmons,Marcus Thornton,Tyreke Evans
201201030MEM,2012,MEM,SAC,0,Dante Cunningham,Jeremy Pargo,Marc Gasol,Rudy Gay,Tony Allen,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201030MEM,2012,MEM,SAC,8,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen,Chuck Hayes,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton
201201030MEM,2012,MEM,SAC,10,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Sam Young,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,Marcus Thornton,Travis Outlaw
201201030MEM,2012,MEM,SAC,13,Marc Gasol,Mike Conley,O.J. Mayo,Quincy Pondexter,Sam Young,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201030MEM,2012,SAC,MEM,14,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Jeremy Pargo,Marc Gasol,O.J. Mayo,Quincy Pondexter,Sam Young
201201030MEM,2012,SAC,MEM,17,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Dante Cunningham,Jeremy Pargo,Josh Davis,O.J. Mayo,Rudy Gay
201201030MEM,2012,SAC,MEM,18,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Dante Cunningham,Jeremy Pargo,Josh Davis,Rudy Gay,Tony Allen
201201030MEM,2012,SAC,MEM,20,Chuck Hayes,J.J. Hickson,Marcus Thornton,Travis Outlaw,Tyreke Evans,Dante Cunningham,Jeremy Pargo,Josh Davis,Rudy Gay,Tony Allen
201201030MEM,2012,SAC,MEM,21,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Dante Cunningham,Jeremy Pargo,Marc Gasol,Rudy Gay,Tony Allen
201201030MEM,2012,SAC,MEM,24,Chuck Hayes,Isaiah Thomas,J.J. Hickson,Marcus Thornton,Travis Outlaw,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen
201201030MEM,2012,MEM,SAC,25,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen,Chuck Hayes,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201030MEM,2012,MEM,SAC,28,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen,Chuck Hayes,J.J. Hickson,Marcus Thornton,Travis Outlaw,Tyreke Evans
201201030MEM,2012,SAC,MEM,31,DeMarcus Cousins,J.J. Hickson,Marcus Thornton,Travis Outlaw,Tyreke Evans,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen
201201030MEM,2012,MEM,SAC,33,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201030MEM,2012,MEM,SAC,34,Jeremy Pargo,Marc Gasol,O.J. Mayo,Quincy Pondexter,Sam Young,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Travis Outlaw
201201030MEM,2012,SAC,MEM,35,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Jeremy Pargo,Marc Gasol,O.J. Mayo,Quincy Pondexter,Sam Young
201201030MEM,2012,SAC,MEM,36,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Jeremy Pargo,Josh Davis,O.J. Mayo,Quincy Pondexter,Sam Young
201201030MEM,2012,MEM,SAC,38,Jeremy Pargo,Josh Davis,O.J. Mayo,Quincy Pondexter,Sam Young,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Jimmer Fredette
201201030MEM,2012,SAC,MEM,40,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Jimmer Fredette,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Sam Young
201201030MEM,2012,SAC,MEM,41,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jimmer Fredette,Travis Outlaw,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Sam Young
201201030MEM,2012,SAC,MEM,42,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jimmer Fredette,Travis Outlaw,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Tony Allen
201201030MEM,2012,SAC,MEM,43,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Travis Outlaw,Dante Cunningham,Marc Gasol,Mike Conley,Quincy Pondexter,Rudy Gay
201201030MEM,2012,SAC,MEM,46,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Travis Outlaw,Dante Cunningham,Jeremy Pargo,Marc Gasol,O.J. Mayo,Quincy Pondexter
201201080SAC,2012,ORL,SAC,0,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201080SAC,2012,ORL,SAC,3,Glen Davis,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201080SAC,2012,ORL,SAC,7,Glen Davis,J.J. Redick,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201080SAC,2012,ORL,SAC,9,Earl Clark,Glen Davis,J.J. Redick,Jameer Nelson,Jason Richardson,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201080SAC,2012,ORL,SAC,11,Chris Duhon,Earl Clark,J.J. Redick,Ryan Anderson,Von Wafer,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201080SAC,2012,ORL,SAC,12,Chris Duhon,Earl Clark,J.J. Redick,Ryan Anderson,Von Wafer,J.J. Hickson,Jason Thompson,Jimmer Fredette,John Salmons,Marcus Thornton
201201080SAC,2012,ORL,SAC,13,Chris Duhon,Earl Clark,J.J. Redick,Ryan Anderson,Von Wafer,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Travis Outlaw
201201080SAC,2012,ORL,SAC,16,Chris Duhon,Dwight Howard,J.J. Redick,Ryan Anderson,Von Wafer,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Marcus Thornton,Travis Outlaw
201201080SAC,2012,ORL,SAC,18,Chris Duhon,Dwight Howard,Jason Richardson,Ryan Anderson,Von Wafer,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201080SAC,2012,ORL,SAC,19,Dwight Howard,Glen Davis,Hedo Turkoglu,Jameer Nelson,Jason Richardson,DeMarcus Cousins,Francisco Garcia,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201080SAC,2012,SAC,ORL,20,DeMarcus Cousins,Donte Greene,Jimmer Fredette,John Salmons,Tyreke Evans,Earl Clark,Glen Davis,Hedo Turkoglu,Jameer Nelson,Jason Richardson
201201080SAC,2012,SAC,ORL,23,Donte Greene,Isaiah Thomas,J.J. Hickson,John Salmons,Marcus Thornton,Chris Duhon,Earl Clark,Glen Davis,Jason Richardson,Von Wafer
201201080SAC,2012,ORL,SAC,25,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,Donte Greene,Isaiah Thomas,J.J. Hickson,John Salmons,Marcus Thornton
201201080SAC,2012,ORL,SAC,26,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201080SAC,2012,SAC,ORL,27,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Glen Davis,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson
201201080SAC,2012,SAC,ORL,30,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Glen Davis,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson
201201080SAC,2012,SAC,ORL,34,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Chris Duhon,Glen Davis,J.J. Redick,Ryan Anderson,Von Wafer
201201080SAC,2012,SAC,ORL,37,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Chris Duhon,Dwight Howard,Earl Clark,J.J. Redick,Von Wafer
201201080SAC,2012,ORL,SAC,40,Chris Duhon,Dwight Howard,Glen Davis,Hedo Turkoglu,J.J. Redick,J.J. Hickson,Jason Thompson,Jimmer Fredette,Marcus Thornton,Tyreke Evans
201201080SAC,2012,ORL,SAC,42,Chris Duhon,Dwight Howard,Glen Davis,Hedo Turkoglu,J.J. Redick,Isaiah Thomas,J.J. Hickson,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201080SAC,2012,ORL,SAC,43,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,Donte Greene,Isaiah Thomas,J.J. Hickson,John Salmons,Tyreke Evans
201201080SAC,2012,ORL,SAC,44,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,Donte Greene,Isaiah Thomas,John Salmons,Tyreke Evans
201201080SAC,2012,ORL,SAC,46,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,Donte Greene,Isaiah Thomas,John Salmons,Tyreke Evans
201201080SAC,2012,ORL,SAC,47,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Ryan Anderson,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201100PHI,2012,SAC,PHI,0,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Spencer Hawes
201201100PHI,2012,SAC,PHI,6,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Andre Iguodala,Elton Brand,Evan Turner,Jodie Meeks,Nikola Vucevic
201201100PHI,2012,PHI,SAC,9,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201100PHI,2012,PHI,SAC,10,Evan Turner,Jrue Holiday,Lou Williams,Nikola Vucevic,Thaddeus Young,DeMarcus Cousins,Francisco Garcia,J.J. Hickson,Jimmer Fredette,John Salmons
201201100PHI,2012,PHI,SAC,13,Evan Turner,Jrue Holiday,Lou Williams,Spencer Hawes,Thaddeus Young,Francisco Garcia,Isaiah Thomas,Jason Thompson,Travis Outlaw,Tyreke Evans
201201100PHI,2012,SAC,PHI,17,Francisco Garcia,Isaiah Thomas,Jason Thompson,Travis Outlaw,Tyreke Evans,Andre Iguodala,Jrue Holiday,Lou Williams,Spencer Hawes,Thaddeus Young
201201100PHI,2012,SAC,PHI,18,Francisco Garcia,Isaiah Thomas,Jason Thompson,Travis Outlaw,Tyreke Evans,Andre Iguodala,Elton Brand,Jrue Holiday,Spencer Hawes,Thaddeus Young
201201100PHI,2012,PHI,SAC,19,Andre Iguodala,Elton Brand,Evan Turner,Jrue Holiday,Thaddeus Young,Francisco Garcia,Isaiah Thomas,Jason Thompson,John Salmons,Travis Outlaw
201201100PHI,2012,SAC,PHI,21,DeMarcus Cousins,Isaiah Thomas,John Salmons,Travis Outlaw,Tyreke Evans,Andre Iguodala,Elton Brand,Evan Turner,Jrue Holiday,Lou Williams
201201100PHI,2012,PHI,SAC,22,Andre Iguodala,Elton Brand,Evan Turner,Jrue Holiday,Lou Williams,DeMarcus Cousins,Donte Greene,Isaiah Thomas,John Salmons,Tyreke Evans
201201100PHI,2012,PHI,SAC,25,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Nikola Vucevic,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201100PHI,2012,SAC,PHI,29,DeMarcus Cousins,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,John Salmons,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Nikola Vucevic
201201100PHI,2012,PHI,SAC,31,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Nikola Vucevic,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jason Thompson,John Salmons
201201100PHI,2012,PHI,SAC,32,Elton Brand,Evan Turner,Jodie Meeks,Jrue Holiday,Thaddeus Young,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jason Thompson,John Salmons
201201100PHI,2012,PHI,SAC,37,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jason Thompson,John Salmons
201201100PHI,2012,PHI,SAC,39,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,DeMarcus Cousins,Donte Greene,Isaiah Thomas,Travis Outlaw,Tyreke Evans
201201100PHI,2012,SAC,PHI,40,DeMarcus Cousins,Donte Greene,Isaiah Thomas,Travis Outlaw,Tyreke Evans,Andres Nocioni,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic
201201100PHI,2012,SAC,PHI,42,DeMarcus Cousins,Donte Greene,Francisco Garcia,Jimmer Fredette,Travis Outlaw,Andres Nocioni,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic
201201100PHI,2012,SAC,PHI,43,DeMarcus Cousins,Donte Greene,Francisco Garcia,Jimmer Fredette,Travis Outlaw,Andres Nocioni,Craig Brackins,Evan Turner,Lavoy Allen,Tony Battie
201201110TOR,2012,SAC,TOR,0,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Amir Johnson,Andrea Bargnani,DeMar DeRozan,Jose Calderon,Rasual Butler
201201110TOR,2012,SAC,TOR,7,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Andrea Bargnani,DeMar DeRozan,Jamaal Magloire,Jose Calderon,Rasual Butler
201201110TOR,2012,SAC,TOR,9,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,John Salmons,Tyreke Evans,Andrea Bargnani,Anthony Carter,Jamaal Magloire,James Johnson,Leandro Barbosa
201201110TOR,2012,TOR,SAC,12,Andrea Bargnani,Anthony Carter,Jamaal Magloire,James Johnson,Leandro Barbosa,Donte Greene,Jason Thompson,Jimmer Fredette,John Salmons,Tyreke Evans
201201110TOR,2012,TOR,SAC,13,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza,Donte Greene,Jason Thompson,Jimmer Fredette,John Salmons,Tyreke Evans
201201110TOR,2012,SAC,TOR,14,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza
201201110TOR,2012,SAC,TOR,16,Donte Greene,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza
201201110TOR,2012,TOR,SAC,17,Amir Johnson,Andrea Bargnani,James Johnson,Jose Calderon,Leandro Barbosa,Donte Greene,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans
201201110TOR,2012,SAC,TOR,21,DeMarcus Cousins,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,John Salmons,Amir Johnson,Andrea Bargnani,DeMar DeRozan,Jose Calderon,Leandro Barbosa
201201110TOR,2012,SAC,TOR,22,DeMarcus Cousins,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,John Salmons,Andrea Bargnani,DeMar DeRozan,Ed Davis,Jose Calderon,Leandro Barbosa
201201110TOR,2012,SAC,TOR,23,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Andrea Bargnani,DeMar DeRozan,Ed Davis,Jose Calderon,Leandro Barbosa
201201110TOR,2012,TOR,SAC,25,Amir Johnson,Andrea Bargnani,DeMar DeRozan,Jose Calderon,Rasual Butler,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201110TOR,2012,TOR,SAC,30,Amir Johnson,Andrea Bargnani,DeMar DeRozan,James Johnson,Jose Calderon,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201110TOR,2012,TOR,SAC,33,Amir Johnson,Andrea Bargnani,DeMar DeRozan,James Johnson,Jose Calderon,DeMarcus Cousins,Donte Greene,Jimmer Fredette,John Salmons,Tyreke Evans
201201110TOR,2012,SAC,TOR,34,DeMarcus Cousins,Donte Greene,Jimmer Fredette,John Salmons,Tyreke Evans,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Linas Kleiza
201201110TOR,2012,SAC,TOR,35,DeMarcus Cousins,Donte Greene,Isaiah Thomas,John Salmons,Tyreke Evans,Amir Johnson,James Johnson,Jose Calderon,Leandro Barbosa,Linas Kleiza
201201110TOR,2012,SAC,TOR,36,DeMarcus Cousins,Donte Greene,Isaiah Thomas,John Salmons,Tyreke Evans,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza
201201110TOR,2012,SAC,TOR,39,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Tyreke Evans,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza
201201110TOR,2012,TOR,SAC,43,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Leandro Barbosa,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Tyreke Evans
201201130HOU,2012,HOU,SAC,0,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201130HOU,2012,SAC,HOU,10,DeMarcus Cousins,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Tyreke Evans,Chandler Parsons,Goran Dragic,Kyle Lowry,Patrick Patterson,Samuel Dalembert
201201130HOU,2012,SAC,HOU,11,Donte Greene,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans,Chandler Parsons,Goran Dragic,Jordan Hill,Kyle Lowry,Patrick Patterson
201201130HOU,2012,SAC,HOU,12,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans,Chandler Parsons,Goran Dragic,Jordan Hill,Kevin Martin,Patrick Patterson
