game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
201202220HOU,2012,PHI,HOU,5,Andre Iguodala,Jodie Meeks,Jrue Holiday,Lavoy Allen,Tony Battie,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert
201202220HOU,2012,HOU,PHI,6,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,Andre Iguodala,Jodie Meeks,Lavoy Allen,Lou Williams,Tony Battie
201202220HOU,2012,HOU,PHI,8,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,Andre Iguodala,Jodie Meeks,Lavoy Allen,Lou Williams,Nikola Vucevic
201202220HOU,2012,PHI,HOU,9,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,Courtney Lee,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert
201202220HOU,2012,PHI,HOU,10,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,Courtney Lee,Goran Dragic,Kevin Martin,Luis Scola,Patrick Patterson
201202220HOU,2012,PHI,HOU,12,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,Chase Budinger,Courtney Lee,Kyle Lowry,Patrick Patterson,Samuel Dalembert
201202220HOU,2012,PHI,HOU,13,Evan Turner,Jrue Holiday,Lou Williams,Nikola Vucevic,Thaddeus Young,Chase Budinger,Courtney Lee,Kyle Lowry,Patrick Patterson,Samuel Dalembert
201202220HOU,2012,HOU,PHI,16,Chase Budinger,Courtney Lee,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Andre Iguodala,Evan Turner,Lou Williams,Nikola Vucevic,Thaddeus Young
201202220HOU,2012,PHI,HOU,17,Andre Iguodala,Evan Turner,Lou Williams,Thaddeus Young,Tony Battie,Chase Budinger,Courtney Lee,Kyle Lowry,Patrick Patterson,Samuel Dalembert
201202220HOU,2012,PHI,HOU,18,Andre Iguodala,Evan Turner,Lou Williams,Thaddeus Young,Tony Battie,Chase Budinger,Courtney Lee,Kyle Lowry,Luis Scola,Patrick Patterson
201202220HOU,2012,HOU,PHI,19,Goran Dragic,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,Andre Iguodala,Evan Turner,Lou Williams,Thaddeus Young,Tony Battie
201202220HOU,2012,PHI,HOU,20,Andre Iguodala,Evan Turner,Jodie Meeks,Thaddeus Young,Tony Battie,Goran Dragic,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson
